Datetime,Year,Month,Day,Mean Temp (C),Max Temp (C),Min Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),season
01-May-38,1938,5,1,12.1,18.8,5.4,72.4,0,72.4,Spring
30-Jun-18,"2,018",6,30,29,35,22,0,0,0,Summer
29-Jun-18,"2,018",6,29,25,32,19,0,0,0,Summer
28-Jun-18,"2,018",6,28,25,30,20,0,0,0,Summer
27-Jun-18,"2,018",6,27,19,22,17,8,0,8,Summer
26-Jun-18,"2,018",6,26,17,23,11,0,0,0,Summer
25-Jun-18,"2,018",6,25,18,23,13,0,0,0,Summer
24-Jun-18,"2,018",6,24,18,21,15,21,0,21,Summer
23-Jun-18,"2,018",6,23,18,20,17,5,0,5,Summer
22-Jun-18,"2,018",6,22,18,23,13,2,0,2,Summer
21-Jun-18,"2,018",6,21,18,22,14,0,0,0,Summer
20-Jun-18,"2,018",6,20,20,25,15,0,0,0,Summer
19-Jun-18,"2,018",6,19,20,23,16,0,0,0,Summer
18-Jun-18,"2,018",6,18,25,33,18,3,0,3,Summer
17-Jun-18,"2,018",6,17,25,32,17,0,0,0,Summer
16-Jun-18,"2,018",6,16,22,30,14,0,0,0,Summer
15-Jun-18,"2,018",6,15,19,25,13,0,0,0,Summer
14-Jun-18,"2,018",6,14,20,25,14,0,0,0,Summer
13-Jun-18,"2,018",6,13,23,30,16,3,0,3,Summer
12-Jun-18,"2,018",6,12,18,26,11,0,0,0,Summer
11-Jun-18,"2,018",6,11,17,23,11,0,0,0,Summer
10-Jun-18,"2,018",6,10,18,23,14,0,0,0,Summer
09-Jun-18,"2,018",6,9,18,24,13,0,0,0,Summer
08-Jun-18,"2,018",6,8,17,22,13,0,0,0,Summer
07-Jun-18,"2,018",6,7,17,23,11,0,0,0,Summer
06-Jun-18,"2,018",6,6,13,16,10,0,0,0,Summer
05-Jun-18,"2,018",6,5,13,16,11,0,0,0,Summer
04-Jun-18,"2,018",6,4,17,19,14,1,0,1,Summer
03-Jun-18,"2,018",6,3,18,21,14,7,0,7,Summer
02-Jun-18,"2,018",6,2,17,21,14,0,0,0,Summer
01-Jun-18,"2,018",6,1,22,28,15,0,0,0,Summer
30-Jun-17,"2,017",6,30,24,28,20,13,0,13,Summer
29-Jun-17,"2,017",6,29,21,28,15,4,0,4,Summer
28-Jun-17,"2,017",6,28,18,25,12,1,0,1,Summer
27-Jun-17,"2,017",6,27,16,21,11,4,0,4,Summer
26-Jun-17,"2,017",6,26,17,22,12,2,0,2,Summer
25-Jun-17,"2,017",6,25,18,22,14,1,0,1,Summer
24-Jun-17,"2,017",6,24,20,24,15,0,0,0,Summer
23-Jun-17,"2,017",6,23,21,25,18,36,0,36,Summer
22-Jun-17,"2,017",6,22,19,25,13,4,0,4,Summer
21-Jun-17,"2,017",6,21,18,24,12,0,0,0,Summer
20-Jun-17,"2,017",6,20,19,24,13,4,0,4,Summer
19-Jun-17,"2,017",6,19,22,27,17,0,0,0,Summer
18-Jun-17,"2,017",6,18,24,30,19,2,0,2,Summer
17-Jun-17,"2,017",6,17,24,28,20,7,0,7,Summer
16-Jun-17,"2,017",6,16,24,31,16,8,0,8,Summer
15-Jun-17,"2,017",6,15,18,20,16,0,0,0,Summer
14-Jun-17,"2,017",6,14,20,24,15,0,0,0,Summer
13-Jun-17,"2,017",6,13,22,26,18,1,0,1,Summer
12-Jun-17,"2,017",6,12,27,33,20,0,0,0,Summer
11-Jun-17,"2,017",6,11,27,32,22,0,0,0,Summer
10-Jun-17,"2,017",6,10,23,30,15,0,0,0,Summer
09-Jun-17,"2,017",6,9,21,28,14,0,0,0,Summer
08-Jun-17,"2,017",6,8,17,24,11,0,0,0,Summer
07-Jun-17,"2,017",6,7,15,21,8,0,0,0,Summer
06-Jun-17,"2,017",6,6,14,17,11,3,0,3,Summer
05-Jun-17,"2,017",6,5,15,17,12,0,0,0,Summer
04-Jun-17,"2,017",6,4,16,21,12,6,0,6,Summer
03-Jun-17,"2,017",6,3,16,22,10,0,0,0,Summer
02-Jun-17,"2,017",6,2,15,21,9,0,0,0,Summer
01-Jun-17,"2,017",6,1,14,18,9,0,0,0,Summer
30-Jun-16,"2,016",6,30,20,27,13,0,0,0,Summer
29-Jun-16,"2,016",6,29,20,27,14,0,0,0,Summer
28-Jun-16,"2,016",6,28,19,23,15,0,0,0,Summer
27-Jun-16,"2,016",6,27,27,33,20,0,0,0,Summer
26-Jun-16,"2,016",6,26,26,34,18,6,0,6,Summer
25-Jun-16,"2,016",6,25,23,29,16,0,0,0,Summer
24-Jun-16,"2,016",6,24,21,27,14,0,0,0,Summer
23-Jun-16,"2,016",6,23,18,25,12,0,0,0,Summer
22-Jun-16,"2,016",6,22,21,26,15,0,0,0,Summer
21-Jun-16,"2,016",6,21,20,27,14,0,0,0,Summer
20-Jun-16,"2,016",6,20,27,35,18,0,0,0,Summer
19-Jun-16,"2,016",6,19,26,34,18,0,0,0,Summer
18-Jun-16,"2,016",6,18,24,32,17,0,0,0,Summer
17-Jun-16,"2,016",6,17,22,29,15,0,0,0,Summer
16-Jun-16,"2,016",6,16,22,27,16,0,0,0,Summer
15-Jun-16,"2,016",6,15,18,25,11,0,0,0,Summer
14-Jun-16,"2,016",6,14,15,21,9,0,0,0,Summer
13-Jun-16,"2,016",6,13,16,20,11,0,0,0,Summer
12-Jun-16,"2,016",6,12,17,21,13,0,0,0,Summer
11-Jun-16,"2,016",6,11,22,31,13,7,0,7,Summer
10-Jun-16,"2,016",6,10,16,23,8,0,0,0,Summer
09-Jun-16,"2,016",6,9,14,21,8,0,0,0,Summer
08-Jun-16,"2,016",6,8,11,14,7,0,0,0,Summer
07-Jun-16,"2,016",6,7,15,20,10,0,0,0,Summer
06-Jun-16,"2,016",6,6,20,26,15,1,0,1,Summer
05-Jun-16,"2,016",6,5,21,25,17,6,0,6,Summer
04-Jun-16,"2,016",6,4,20,26,14,5,0,5,Summer
03-Jun-16,"2,016",6,3,20,26,15,0,0,0,Summer
02-Jun-16,"2,016",6,2,23,30,16,0,0,0,Summer
01-Jun-16,"2,016",6,1,16,20,12,0,0,0,Summer
30-Jun-15,"2,015",6,30,17,20,15,0,0,0,Summer
29-Jun-15,"2,015",6,29,19,24,14,0,0,0,Summer
28-Jun-15,"2,015",6,28,14,16,12,14,0,14,Summer
27-Jun-15,"2,015",6,27,16,19,13,34,0,34,Summer
26-Jun-15,"2,015",6,26,19,23,14,0,0,0,Summer
25-Jun-15,"2,015",6,25,19,23,16,0,0,0,Summer
24-Jun-15,"2,015",6,24,20,26,14,0,0,0,Summer
23-Jun-15,"2,015",6,23,21,26,15,2,0,2,Summer
22-Jun-15,"2,015",6,22,21,26,17,22,0,22,Summer
21-Jun-15,"2,015",6,21,22,27,17,0,0,0,Summer
20-Jun-15,"2,015",6,20,17,23,12,0,0,0,Summer
19-Jun-15,"2,015",6,19,17,20,15,0,0,0,Summer
18-Jun-15,"2,015",6,18,21,27,15,0,0,0,Summer
17-Jun-15,"2,015",6,17,18,22,14,0,0,0,Summer
16-Jun-15,"2,015",6,16,21,27,16,24,0,24,Summer
15-Jun-15,"2,015",6,15,21,25,17,0,0,0,Summer
14-Jun-15,"2,015",6,14,18,19,17,4,0,4,Summer
13-Jun-15,"2,015",6,13,19,23,15,0,0,0,Summer
12-Jun-15,"2,015",6,12,16,18,14,11,0,11,Summer
11-Jun-15,"2,015",6,11,19,25,13,0,0,0,Summer
10-Jun-15,"2,015",6,10,21,28,13,13,0,13,Summer
09-Jun-15,"2,015",6,9,19,23,15,2,0,2,Summer
08-Jun-15,"2,015",6,8,20,24,17,21,0,21,Summer
07-Jun-15,"2,015",6,7,15,20,9,7,0,7,Summer
06-Jun-15,"2,015",6,6,14,17,10,0,0,0,Summer
05-Jun-15,"2,015",6,5,19,25,14,6,0,6,Summer
04-Jun-15,"2,015",6,4,17,22,11,0,0,0,Summer
03-Jun-15,"2,015",6,3,14,19,9,0,0,0,Summer
02-Jun-15,"2,015",6,2,13,19,8,0,0,0,Summer
01-Jun-15,"2,015",6,1,12,16,8,0,0,0,Summer
30-Jun-14,"2,014",6,30,26,31,22,0,0,0,Summer
29-Jun-14,"2,014",6,29,25,30,20,0,0,0,Summer
28-Jun-14,"2,014",6,28,24,29,19,0,0,0,Summer
27-Jun-14,"2,014",6,27,22,28,16,0,0,0,Summer
26-Jun-14,"2,014",6,26,22,27,18,0,0,0,Summer
25-Jun-14,"2,014",6,25,21,23,18,22,0,22,Summer
24-Jun-14,"2,014",6,24,23,29,17,13,0,13,Summer
23-Jun-14,"2,014",6,23,20,25,15,1,0,1,Summer
22-Jun-14,"2,014",6,22,20,26,14,0,0,0,Summer
21-Jun-14,"2,014",6,21,19,23,16,0,0,0,Summer
20-Jun-14,"2,014",6,20,17,21,12,0,0,0,Summer
19-Jun-14,"2,014",6,19,19,25,14,0,0,0,Summer
18-Jun-14,"2,014",6,18,21,26,17,0,0,0,Summer
17-Jun-14,"2,014",6,17,24,31,17,23,0,23,Summer
16-Jun-14,"2,014",6,16,19,24,13,1,0,1,Summer
15-Jun-14,"2,014",6,15,15,21,10,0,0,0,Summer
14-Jun-14,"2,014",6,14,15,20,11,0,0,0,Summer
13-Jun-14,"2,014",6,13,18,24,12,0,0,0,Summer
12-Jun-14,"2,014",6,12,22,27,17,0,0,0,Summer
11-Jun-14,"2,014",6,11,20,24,16,24,0,24,Summer
10-Jun-14,"2,014",6,10,19,24,15,0,0,0,Summer
09-Jun-14,"2,014",6,9,20,26,13,0,0,0,Summer
08-Jun-14,"2,014",6,8,17,20,13,4,0,4,Summer
07-Jun-14,"2,014",6,7,18,25,11,0,0,0,Summer
06-Jun-14,"2,014",6,6,17,25,9,0,0,0,Summer
05-Jun-14,"2,014",6,5,15,18,11,0,0,0,Summer
04-Jun-14,"2,014",6,4,17,22,12,0,0,0,Summer
03-Jun-14,"2,014",6,3,20,28,13,6,0,6,Summer
02-Jun-14,"2,014",6,2,22,30,13,3,0,3,Summer
01-Jun-14,"2,014",6,1,17,22,11,0,0,0,Summer
30-Jun-13,"2,013",6,30,21,26,16,0,0,0,Summer
29-Jun-13,"2,013",6,29,20,24,17,0,0,0,Summer
28-Jun-13,"2,013",6,28,20,23,17,16,0,16,Summer
27-Jun-13,"2,013",6,27,22,25,19,0,0,0,Summer
26-Jun-13,"2,013",6,26,26,31,20,0,0,0,Summer
25-Jun-13,"2,013",6,25,25,29,21,4,0,4,Summer
24-Jun-13,"2,013",6,24,27,32,22,0,0,0,Summer
23-Jun-13,"2,013",6,23,25,32,19,0,0,0,Summer
22-Jun-13,"2,013",6,22,22,27,17,8,0,8,Summer
21-Jun-13,"2,013",6,21,20,26,15,0,0,0,Summer
20-Jun-13,"2,013",6,20,17,23,11,0,0,0,Summer
19-Jun-13,"2,013",6,19,15,19,10,0,0,0,Summer
18-Jun-13,"2,013",6,18,17,21,12,0,0,0,Summer
17-Jun-13,"2,013",6,17,20,25,15,0,0,0,Summer
16-Jun-13,"2,013",6,16,21,26,16,10,0,10,Summer
15-Jun-13,"2,013",6,15,18,26,10,0,0,0,Summer
14-Jun-13,"2,013",6,14,18,23,13,0,0,0,Summer
13-Jun-13,"2,013",6,13,19,23,14,11,0,11,Summer
01-Jun-13,2013,6,1,16.5,20.6,12.4,62.4,0,62.4,Summer
01-Jun-12,2012,6,1,20.6,26.1,15.1,76.4,0,76.4,Summer
01-Jun-11,2011,6,1,19.1,24.2,14,59,0,59,Summer
01-Jun-10,2010,6,1,19.2,23.8,14.6,191.6,0,191.6,Summer
01-Jun-09,2009,6,1,17.5,22.3,12.7,70.2,0,70.2,Summer
01-Jun-08,2008,6,1,19.6,24.5,14.7,110.4,0,110.4,Summer
01-Jun-07,2007,6,1,20.8,26.9,14.6,43.2,0,43.2,Summer
01-Jun-06,2006,6,1,19.8,24.7,14.8,45.4,0,45.4,Summer
01-Jun-05,2005,6,1,22.6,27.9,17.3,31.8,0,31.8,Summer
01-Jun-04,2004,6,1,17.6,23,12.1,62.8,0,62.8,Summer
01-Jun-03,2003,6,1,18.3,23.6,13,63.8,0,63.8,Summer
01-Jun-02,2002,6,1,19.1,24.5,13.7,59.6,0,59.6,Summer
01-Jun-01,2001,6,1,19.7,24.7,14.5,61.8,0,61.8,Summer
01-Jun-00,2000,6,1,18.2,23.6,12.8,169.2,0,169.2,Summer
01-Jun-99,1999,6,1,20.4,25.7,15,66.2,0,66.2,Summer
01-Jun-98,1998,6,1,18.9,24.4,13.4,80.5,0,80.5,Summer
01-Jun-97,1997,6,1,19.8,25.5,14,50.8,0,50.8,Summer
01-Jun-96,1996,6,1,18.6,23.1,14.1,118,0,118,Summer
01-Jun-95,1995,6,1,19.9,25.5,14.4,52.1,0,52.1,Summer
01-Jun-94,1994,6,1,19.1,24.9,13.2,54.4,0,54.4,Summer
01-Jun-93,1993,6,1,17.1,22.6,11.6,133.8,0,133.8,Summer
01-Jun-92,1992,6,1,16.4,22.6,10.1,37.2,0,37.2,Summer
01-Jun-91,1991,6,1,20,26.2,13.8,24.4,0,24.4,Summer
01-Jun-90,1990,6,1,18.7,24.6,12.7,69.4,0,69.4,Summer
01-Jun-89,1989,6,1,18.4,23.5,13.3,94.7,0,94.7,Summer
01-Jun-88,1988,6,1,17.7,25,10.4,25,0,25,Summer
01-Jun-87,1987,6,1,19.6,26,13.1,68.3,0,68.3,Summer
01-Jun-86,1986,6,1,16.4,22.6,10.1,67.4,0,67.4,Summer
01-Jun-85,1985,6,1,15.7,21.6,9.7,37.3,0,37.3,Summer
01-Jun-84,1984,6,1,18.2,24.3,12,48.1,0,48.1,Summer
01-Jun-83,1983,6,1,18.3,25,11.6,33,0,33,Summer
01-Jun-82,1982,6,1,15.2,20.3,10.1,112.5,0,112.5,Summer
01-Jun-81,1981,6,1,17.3,23.3,11.3,61.5,0,61.5,Summer
01-Jun-80,1980,6,1,15.2,21,9.3,89.2,0,89.2,Summer
01-Jun-79,1979,6,1,17.2,23.6,10.8,71.8,0,71.8,Summer
01-Jun-78,1978,6,1,16.7,23.8,9.6,25.2,0,25.2,Summer
01-Jun-77,1977,6,1,16.7,23,10.3,104,0,104,Summer
01-Jun-76,1976,6,1,18.6,24.9,12.3,83.3,0,83.3,Summer
01-Jun-75,1975,6,1,18.1,23.8,12.4,62.5,0,62.5,Summer
01-Jun-74,1974,6,1,16.6,22.3,10.9,127.3,0,127.3,Summer
01-Jun-73,1973,6,1,18.4,24.4,12.4,67.8,0,67.8,Summer
01-Jun-72,1972,6,1,15.6,21.4,9.7,113,0,113,Summer
01-Jun-71,1971,6,1,17.9,24.2,11.5,77,0,77,Summer
01-Jun-70,1970,6,1,17.1,23.9,10.3,38.1,0,38.1,Summer
01-Jun-69,1969,6,1,15.9,21.8,9.9,38.9,0,38.9,Summer
01-Jun-68,1968,6,1,16.4,22.3,10.4,57.9,0,57.9,Summer
01-Jun-67,1967,6,1,19.3,25.4,13.1,150.9,0,150.9,Summer
01-Jun-66,1966,6,1,17.8,24.3,11.2,72.6,0,72.6,Summer
01-Jun-65,1965,6,1,16.5,23.6,9.3,40.1,0,40.1,Summer
01-Jun-64,1964,6,1,16.7,24.2,9.2,38.1,0,38.1,Summer
01-Jun-63,1963,6,1,19.2,26.2,12.2,42.7,0,42.7,Summer
01-Jun-62,1962,6,1,18.7,25.1,12.3,65.3,0,65.3,Summer
01-Jun-61,1961,6,1,18,23.8,12.1,82.8,0,82.8,Summer
01-Jun-60,1960,6,1,18.2,24.1,12.2,55.6,0,55.6,Summer
01-Jun-59,1959,6,1,19.9,25.9,13.9,22.4,0,22.4,Summer
01-Jun-58,1958,6,1,16.1,22.7,9.4,26.7,0,26.7,Summer
01-Jun-57,1957,6,1,19.2,25,13.4,91.9,0,91.9,Summer
01-Jun-56,1956,6,1,18.2,23.6,12.7,38.9,0,38.9,Summer
01-Jun-55,1955,6,1,19,25.3,12.7,24.6,0,24.6,Summer
01-Jun-54,1954,6,1,19.3,24.4,14.1,116.1,0,116.1,Summer
01-Jun-53,1953,6,1,18.5,24.2,12.7,69.6,0,69.6,Summer
01-Jun-52,1952,6,1,19.1,25.2,12.9,29,0,29,Summer
01-Jun-51,1951,6,1,17.7,23.1,12.2,88.4,0,88.4,Summer
01-Jun-50,1950,6,1,17.7,24.4,10.9,64,0,64,Summer
01-Jun-49,1949,6,1,21.7,28.8,14.6,4.1,0,4.1,Summer
01-Jun-48,1948,6,1,17.9,24.2,11.6,80.5,0,80.5,Summer
01-Jun-47,1947,6,1,17.4,23.2,11.5,117.1,0,117.1,Summer
01-Jun-46,1946,6,1,17.1,23.4,10.8,43.7,0,43.7,Summer
01-Jun-45,1945,6,1,16.7,22.2,11.1,81.3,0,81.3,Summer
01-Jun-44,1944,6,1,18.6,24.1,13.1,102.4,0,102.4,Summer
01-Jun-43,1943,6,1,20.1,26.4,13.8,45.2,0,45.2,Summer
01-Jun-42,1942,6,1,17.8,23.4,12.2,32.8,0,32.8,Summer
01-Jun-41,1941,6,1,19.3,25.4,13.2,75.7,0,75.7,Summer
01-Jun-40,1940,6,1,16.6,21.9,11.2,86.1,0,86.1,Summer
01-Jun-39,1939,6,1,18,24.6,11.4,51.8,0,51.8,Summer
01-Jun-38,1938,6,1,17.3,24.8,9.8,42.2,0,42.2,Summer
31-Jul-18,"2,018",7,31,22,26,18,0,0,0,Summer
30-Jul-18,"2,018",7,30,22,27,17,0,0,0,Summer
29-Jul-18,"2,018",7,29,20,26,13,0,0,0,Summer
28-Jul-18,"2,018",7,28,19,24,15,0,0,0,Summer
27-Jul-18,"2,018",7,27,22,27,17,2,0,2,Summer
26-Jul-18,"2,018",7,26,23,30,17,8,0,8,Summer
25-Jul-18,"2,018",7,25,25,30,19,0,0,0,Summer
24-Jul-18,"2,018",7,24,26,30,22,5,0,5,Summer
23-Jul-18,"2,018",7,23,24,28,21,0,0,0,Summer
22-Jul-18,"2,018",7,22,20,24,17,15,0,15,Summer
21-Jul-18,"2,018",7,21,22,26,18,0,0,0,Summer
20-Jul-18,"2,018",7,20,24,30,18,1,0,1,Summer
19-Jul-18,"2,018",7,19,21,27,14,0,0,0,Summer
18-Jul-18,"2,018",7,18,20,24,16,0,0,0,Summer
17-Jul-18,"2,018",7,17,23,28,18,0,0,0,Summer
16-Jul-18,"2,018",7,16,27,32,21,8,0,8,Summer
15-Jul-18,"2,018",7,15,26,30,21,0,0,0,Summer
14-Jul-18,"2,018",7,14,25,29,21,0,0,0,Summer
13-Jul-18,"2,018",7,13,26,30,21,0,0,0,Summer
12-Jul-18,"2,018",7,12,23,30,17,0,0,0,Summer
11-Jul-18,"2,018",7,11,22,27,17,0,0,0,Summer
10-Jul-18,"2,018",7,10,24,30,19,0,0,0,Summer
09-Jul-18,"2,018",7,9,24,32,15,0,0,0,Summer
08-Jul-18,"2,018",7,8,22,28,15,0,0,0,Summer
07-Jul-18,"2,018",7,7,20,26,14,0,0,0,Summer
06-Jul-18,"2,018",7,6,20,23,17,,,,Summer
05-Jul-18,"2,018",7,5,27,34,21,24,0,24,Summer
04-Jul-18,"2,018",7,4,26,33,19,0,0,0,Summer
03-Jul-18,"2,018",7,3,25,31,19,0,0,0,Summer
02-Jul-18,"2,018",7,2,27,34,20,0,0,0,Summer
01-Jul-18,"2,018",7,1,29,34,24,0,0,0,Summer
31-Jul-17,"2,017",7,31,24,31,17,2,0,2,Summer
30-Jul-17,"2,017",7,30,24,30,18,0,0,0,Summer
29-Jul-17,"2,017",7,29,21,28,15,0,0,0,Summer
28-Jul-17,"2,017",7,28,19,23,16,0,0,0,Summer
27-Jul-17,"2,017",7,27,23,27,18,5,0,5,Summer
26-Jul-17,"2,017",7,26,18,22,15,3,0,3,Summer
25-Jul-17,"2,017",7,25,19,23,15,0,0,0,Summer
24-Jul-17,"2,017",7,24,19,22,16,0,0,0,Summer
23-Jul-17,"2,017",7,23,22,24,20,0,0,0,Summer
22-Jul-17,"2,017",7,22,22,24,20,2,0,2,Summer
21-Jul-17,"2,017",7,21,24,30,19,0,0,0,Summer
20-Jul-17,"2,017",7,20,20,25,16,19,0,19,Summer
19-Jul-17,"2,017",7,19,25,32,19,0,0,0,Summer
18-Jul-17,"2,017",7,18,23,28,17,0,0,0,Summer
17-Jul-17,"2,017",7,17,23,26,19,0,0,0,Summer
16-Jul-17,"2,017",7,16,22,28,17,0,0,0,Summer
15-Jul-17,"2,017",7,15,23,28,18,0,0,0,Summer
14-Jul-17,"2,017",7,14,23,28,17,1,0,1,Summer
13-Jul-17,"2,017",7,13,19,22,16,2,0,2,Summer
12-Jul-17,"2,017",7,12,23,27,19,1,0,1,Summer
11-Jul-17,"2,017",7,11,23,29,17,0,0,0,Summer
10-Jul-17,"2,017",7,10,22,26,18,0,0,0,Summer
09-Jul-17,"2,017",7,9,22,28,15,0,0,0,Summer
08-Jul-17,"2,017",7,8,20,25,15,0,0,0,Summer
07-Jul-17,"2,017",7,7,25,29,20,0,0,0,Summer
06-Jul-17,"2,017",7,6,23,30,17,0,0,0,Summer
05-Jul-17,"2,017",7,5,21,27,14,0,0,0,Summer
04-Jul-17,"2,017",7,4,20,26,15,0,0,0,Summer
03-Jul-17,"2,017",7,3,20,26,15,0,0,0,Summer
02-Jul-17,"2,017",7,2,21,27,14,1,0,1,Summer
01-Jul-17,"2,017",7,1,21,26,16,1,0,1,Summer
31-Jul-16,"2,016",7,31,23,25,21,0,0,0,Summer
30-Jul-16,"2,016",7,30,23,27,19,0,0,0,Summer
29-Jul-16,"2,016",7,29,24,28,20,4,0,4,Summer
28-Jul-16,"2,016",7,28,25,30,21,1,0,1,Summer
27-Jul-16,"2,016",7,27,26,34,18,0,0,0,Summer
26-Jul-16,"2,016",7,26,24,31,17,0,0,0,Summer
25-Jul-16,"2,016",7,25,27,32,21,9,0,9,Summer
24-Jul-16,"2,016",7,24,24,27,20,0,0,0,Summer
23-Jul-16,"2,016",7,23,28,34,22,0,0,0,Summer
22-Jul-16,"2,016",7,22,29,35,23,0,0,0,Summer
21-Jul-16,"2,016",7,21,26,34,19,0,0,0,Summer
20-Jul-16,"2,016",7,20,21,28,15,0,0,0,Summer
19-Jul-16,"2,016",7,19,20,26,14,0,0,0,Summer
18-Jul-16,"2,016",7,18,24,30,17,0,0,0,Summer
17-Jul-16,"2,016",7,17,20,26,14,0,0,0,Summer
16-Jul-16,"2,016",7,16,19,23,15,0,0,0,Summer
15-Jul-16,"2,016",7,15,22,27,16,1,0,1,Summer
14-Jul-16,"2,016",7,14,26,31,20,7,0,7,Summer
13-Jul-16,"2,016",7,13,29,36,21,5,0,5,Summer
12-Jul-16,"2,016",7,12,26,31,20,0,0,0,Summer
11-Jul-16,"2,016",7,11,22,27,18,0,0,0,Summer
10-Jul-16,"2,016",7,10,23,29,17,0,0,0,Summer
09-Jul-16,"2,016",7,9,23,27,19,6,0,6,Summer
08-Jul-16,"2,016",7,8,25,29,20,1,0,1,Summer
07-Jul-16,"2,016",7,7,27,32,21,1,0,1,Summer
06-Jul-16,"2,016",7,6,26,32,19,0,0,0,Summer
05-Jul-16,"2,016",7,5,26,33,20,0,0,0,Summer
04-Jul-16,"2,016",7,4,22,29,15,0,0,0,Summer
03-Jul-16,"2,016",7,3,21,28,14,0,0,0,Summer
02-Jul-16,"2,016",7,2,19,26,12,0,0,0,Summer
01-Jul-16,"2,016",7,1,18,23,13,6,0,6,Summer
31-Jul-15,"2,015",7,31,23,31,16,0,0,0,Summer
30-Jul-15,"2,015",7,30,25,30,20,0,0,0,Summer
29-Jul-15,"2,015",7,29,26,32,20,0,0,0,Summer
28-Jul-15,"2,015",7,28,26,33,18,0,0,0,Summer
27-Jul-15,"2,015",7,27,25,32,19,0,0,0,Summer
26-Jul-15,"2,015",7,26,24,30,18,0,0,0,Summer
25-Jul-15,"2,015",7,25,26,31,20,0,0,0,Summer
24-Jul-15,"2,015",7,24,21,30,13,0,0,0,Summer
23-Jul-15,"2,015",7,23,20,27,14,0,0,0,Summer
22-Jul-15,"2,015",7,22,20,26,15,0,0,0,Summer
21-Jul-15,"2,015",7,21,22,26,17,0,0,0,Summer
20-Jul-15,"2,015",7,20,23,29,16,0,0,0,Summer
19-Jul-15,"2,015",7,19,25,32,19,0,0,0,Summer
18-Jul-15,"2,015",7,18,25,32,19,0,0,0,Summer
17-Jul-15,"2,015",7,17,19,21,16,5,0,5,Summer
16-Jul-15,"2,015",7,16,18,23,12,0,0,0,Summer
15-Jul-15,"2,015",7,15,17,22,12,0,0,0,Summer
14-Jul-15,"2,015",7,14,21,25,16,2,0,2,Summer
13-Jul-15,"2,015",7,13,23,28,18,0,0,0,Summer
12-Jul-15,"2,015",7,12,23,28,18,0,0,0,Summer
11-Jul-15,"2,015",7,11,22,29,16,0,0,0,Summer
10-Jul-15,"2,015",7,10,20,27,13,0,0,0,Summer
09-Jul-15,"2,015",7,9,20,24,15,0,0,0,Summer
08-Jul-15,"2,015",7,8,17,21,13,0,0,0,Summer
07-Jul-15,"2,015",7,7,23,29,16,16,0,16,Summer
06-Jul-15,"2,015",7,6,22,27,17,0,0,0,Summer
05-Jul-15,"2,015",7,5,21,26,15,0,0,0,Summer
04-Jul-15,"2,015",7,4,18,25,12,0,0,0,Summer
03-Jul-15,"2,015",7,3,17,22,11,0,0,0,Summer
02-Jul-15,"2,015",7,2,18,22,13,0,0,0,Summer
01-Jul-15,"2,015",7,1,20,24,15,0,0,0,Summer
31-Jul-14,"2,014",7,31,19,25,13,0,0,0,Summer
30-Jul-14,"2,014",7,30,19,24,14,5,0,5,Summer
29-Jul-14,"2,014",7,29,17,21,13,1,0,1,Summer
28-Jul-14,"2,014",7,28,17,21,14,19,0,19,Summer
27-Jul-14,"2,014",7,27,24,30,18,16,0,16,Summer
26-Jul-14,"2,014",7,26,22,27,16,0,0,0,Summer
25-Jul-14,"2,014",7,25,19,26,13,0,0,0,Summer
24-Jul-14,"2,014",7,24,19,24,13,0,0,0,Summer
23-Jul-14,"2,014",7,23,20,25,15,0,0,0,Summer
22-Jul-14,"2,014",7,22,24,30,18,1,0,1,Summer
21-Jul-14,"2,014",7,21,22,28,16,0,0,0,Summer
20-Jul-14,"2,014",7,20,20,23,17,2,0,2,Summer
19-Jul-14,"2,014",7,19,19,22,16,7,0,7,Summer
18-Jul-14,"2,014",7,18,18,25,12,0,0,0,Summer
17-Jul-14,"2,014",7,17,18,24,11,0,0,0,Summer
16-Jul-14,"2,014",7,16,17,22,12,0,0,0,Summer
15-Jul-14,"2,014",7,15,20,25,14,4,0,4,Summer
14-Jul-14,"2,014",7,14,20,23,17,0,0,0,Summer
13-Jul-14,"2,014",7,13,24,29,19,7,0,7,Summer
12-Jul-14,"2,014",7,12,22,28,16,0,0,0,Summer
11-Jul-14,"2,014",7,11,19,25,13,0,0,0,Summer
10-Jul-14,"2,014",7,10,17,21,12,0,0,0,Summer
09-Jul-14,"2,014",7,9,19,23,14,0,0,0,Summer
08-Jul-14,"2,014",7,8,20,25,15,5,0,5,Summer
07-Jul-14,"2,014",7,7,25,29,20,11,0,11,Summer
06-Jul-14,"2,014",7,6,22,28,16,0,0,0,Summer
05-Jul-14,"2,014",7,5,20,27,12,0,0,0,Summer
04-Jul-14,"2,014",7,4,18,24,12,0,0,0,Summer
03-Jul-14,"2,014",7,3,18,23,13,0,0,0,Summer
02-Jul-14,"2,014",7,2,24,30,18,1,0,1,Summer
01-Jul-14,"2,014",7,1,26,29,22,7,0,7,Summer
31-Jul-13,"2,013",7,31,20,25,15,13,0,13,Summer
30-Jul-13,"2,013",7,30,19,25,13,0,0,0,Summer
29-Jul-13,"2,013",7,29,17,22,13,0,0,0,Summer
28-Jul-13,"2,013",7,28,18,23,14,0,0,0,Summer
27-Jul-13,"2,013",7,27,,,,,,,Summer
